name;provider;release_date;genres;price;platform;size;is_plus_exclusive
Army of TWO™ The Devil’s Cartel;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                7.2 GB
              ";
ARSLAN: THE WARRIORS OF LEGEND;Koei Tecmo Europe Ltd;;Acción;49,99 €;PS3;"
                16.11 GB
              ";
Assassin’s Creed;UBISOFT ENTERTAINMENT SA;"











                  3473 Calificaciones
                
";Español;9,99 €;PS3;"
                7.63 GB
              ";
Assassin's Creed® 2 Game of the Year Edition;UBISOFT ENTERTAINMENT SA;"











                  21 Calificaciones
                
";Aventura;14,99 €;PS3;"
                9.17 GB
              ";
Assassin's Creed® Double Edition;UBISOFT ENTERTAINMENT SA;;Español;19,99 €;PS3;"
                14.48 GB
              ";
Assassin's Creed® Freedom Cry;UBISOFT ENTERTAINMENT SA;;Acción;14,99 €;PS3;"
                4.7 GB
              ";
Assassin's Creed® Heritage Collection;UBISOFT ENTERTAINMENT SA;;Acción;49,99 €;PS3;"
                41.58 GB
              ";
Assassin's Creed® II;UBISOFT ENTERTAINMENT SA;;Aventura;10,99 €;PS3;"
                6.86 GB
              ";
Assassin's Creed® III Clásica;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;"
                11.21 GB
              ";
Assassin's Creed® III - Gold Edition;UBISOFT ENTERTAINMENT SA;;Aventura;34,99 €;PS3;"
                11.38 GB
              ";
Assassin's Creed® IV Black Flag™ - Deluxe Edition;UBISOFT ENTERTAINMENT SA;;Acción;29,99 €;PS3;"
                10.33 GB
              ";
Assassin's Creed® IV Black Flag™ - Standard Edition;UBISOFT ENTERTAINMENT SA;;Acción;19,99 €;PS3;"
                10.33 GB
              ";
Assassin's Creed La Hermandad;UBISOFT ENTERTAINMENT SA;;Aventura;10,99 €;PS3;"
                7.52 GB
              ";
Assassin's Creed La Hermandad;UBISOFT ENTERTAINMENT SA;"











                  2481 Calificaciones
                
";Acción;Gratis;PS3;"
                7.52 GB
              ";
Assassin's Creed® Liberation HD;UBISOFT ENTERTAINMENT SA;;;19,99 €;PS3;"
                1.97 GB
              ";
Assassin's Creed Naval Edition;UBISOFT ENTERTAINMENT SA;;Aventura;29,99 €;PS3;"
                16.66 GB
              ";
Assassin's Creed® Revelations;UBISOFT ENTERTAINMENT SA;;Español;0,49 €;PS3;"
                8.36 GB
              ";
Assassin's Creed® Rogue;UBISOFT ENTERTAINMENT SA;;Aventura;29,99 €;PS3;"
                6.52 GB
              ";
ASTRO TRIPPER;PomPom;;Shooter;1,99 €;PS3;;
Asura’s Wrath™;Capcom U.S.A., Inc.;;Aventura;;PS3;;
Atelier Ayesha: The Alchemist of Dusk;Koei Tecmo Europe Ltd;;Juegos de rol;24,99 €;PS3;"
                14.54 GB
              ";
Atelier Escha & Logy  ~Alchemists of the Dusk Sky~;Koei Tecmo Europe Ltd;;Juegos de rol;29,99 €;PS3;"
                6.17 GB
              ";
Atelier Rorona Plus: The Alchemist of Arland;Koei Tecmo Europe Ltd;;Juegos de rol;24,99 €;PS3;"
                4.56 GB
              ";
Atelier Shallie ~Alchemists of the Dusk Sea~;Koei Tecmo Europe Ltd;;Juegos de rol;29,99 €;PS3;"
                7.81 GB
              ";
Backbreaker Vengeance;505 GAMES S.R.L.;;Deportes;14,99 €;PS3;;
Backgammon Blitz;The Fyzz Facility Limited;;;6,19 €;PS3;;
Back to Bed;LOOT Interactive;;Estrategia;;PS3;;
Back to Bed Game & Dynamic Theme Bundle;LOOT Interactive;;Estrategia;17,99 €;PS3, PS4, PS Vita;"
                1 GB
              ";
Back to the Future: Episode 2 - Get Tannen!;Telltale Games;;Aventura;;PS3;;
Back to the Future: Episode 3 - Citizen Brown;Telltale Games;;Aventura;;PS3;;
Back to the Future: Episode 4 - Double Visions;Telltale Games;;Aventura;;PS3;;
Back to the Future: Episode 5 - OUTATIME;Telltale Games;;Aventura;;PS3;;
Back to the Future: The Game - 5 Game Series;Telltale Games;;Puzzle;12,99 €;PS3;"
                1.27 GB
              ";
Banda sonora de Zombie Driver HD;Exor Studios;;;4,99 €;PS3;;
Bang Bang Racing;Digital Reality Publishing;;Carreras;9,99 €;PS3;;
BANG! the Official Video Game;"
Juego PSN
Lanzado 16 Oct 2015












                  2 Calificaciones
                

";;Casual;9,99 €;PS3;;
Barnanza;STRAIGHT RIGHT PTY LTD;;Familia;9,99 €;PS3;;
Batman: Arkham Asylum;WARNER BROS. INTERACTIVE;;Aventura;8,99 €;PS3;"
                6.6 GB
              ";
Batman: Arkham City;WARNER BROS. INTERACTIVE;;Acción;14,99 €;PS3;"
                7.73 GB
              ";
Batman: Arkham City;WARNER BROS. INTERACTIVE;;Acción;8,99 €;PS3;"
                7.52 GB
              ";
Batman Arkham Collection;WARNER BROS. INTERACTIVE;;Acción;29,99 €;PS3;"
                28.21 GB
              ";
Batman Arkham Origins;WARNER BROS. INTERACTIVE;;Acción;14,99 €;PS3;"
                14.09 GB
              ";
Batman™: Arkham Origins Blackgate - Deluxe Edition;WARNER BROS. INTERACTIVE;;;8,99 €;PS3;"
                1.97 GB
              ";
Batman - The Telltale Series - Episode 1: Realm of Shadows;Telltale Games;;Aventura;5,99 €;PS3;;
Batman - The Telltale Series - Season Pass;Telltale Games;;Aventura;29,99 €;PS3;;
Battlefield 1943™;EA Swiss Sarl;;;9,99 €;PS3;;
Battlefield 3™;EA Swiss Sarl;;Shooter;19,99 €;PS3;"
                12.29 GB
              ";
Battlefield 3™ Premium Edition;EA Swiss Sarl;;Shooter;49,99 €;PS3;"
                12.29 GB
              ";
Battlefield 4™;EA Swiss Sarl;;Acción;19,99 €;PS3;"
                11.03 GB
              ";
Battlefield 4™ Edición Premium;EA Swiss Sarl;;Acción;49,99 €;PS3;"
                11.03 GB
              ";
Battlefield: Bad Company™ 2;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                9.54 GB
              ";
Battlefield™ Hardline Deluxe Edition;EA Swiss Sarl;;Acción;29,99 €;PS3;"
                14.12 GB
              ";
Battlefield™ Hardline edición Estándar;EA Swiss Sarl;;Acción;19,99 €;PS3;"
                14.12 GB
              ";
Bayonetta;SEGA EUROPE LTD;;Horror;14,99 €;PS3;"
                7.06 GB
              ";
Beat Hazard Ultra;Cold Beam Games;;Shooter;6,99 €;PS3;;
Beat Sketcher™;Sony Interactive Entertainment Europe;;Único;4,99 €;PS3;"
                1.23 GB
              ";
Beat Sketcher™ - Unlock Key;Sony Interactive Entertainment Europe;;;9,99 €;PS3;"
                1.23 GB
              ";
Bejeweled 3;EA Swiss Sarl;;Puzzle;24,99 €;PS3;;
BEYOND: Dos almas™;Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                30.13 GB
              ";
Beyond Good & Evil™ HD;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS3;"
                1.47 GB
              ";
BIA Hell's Highway;UBISOFT ENTERTAINMENT SA;;Shooter;9,99 €;PS3;"
                4.39 GB
              ";
Big Sky Infinity™ ;RIPSTONE LTD;;Shooter;5,99 €;PS3;;
Binary Domain;SEGA EUROPE LTD;;Shooter;14,99 €;PS3;"
                10.97 GB
              ";
BIONIC COMMANDO REARMED;CE EUROPE LIMITED;;Acción;9,99 €;PS3;;
Bionic Commando® Rearmed 2;Capcom U.S.A., Inc.;"











                  855 Calificaciones
                
";Acción;;PS3;;
BioShock;2K;;Shooter;14,99 €;PS3;"
                11.45 GB
              ";
BioShock Infinite: Edición Final;2K;;Shooter;49,99 €;PS3;"
                13.56 GB
              ";
BIOSHOCK TRILOGY PACK;2K;;Acción;59,99 €;PS3;"
                28.21 GB
              ";
Birds of Steel;Konami;;Simulador;12,99 €;PS3;"
                5.98 GB
              ";
Blade Kitten;ATARI EUROPE S.A.S.U.;;Aventura;8,99 €;PS3;;
BLADESTORM: Nightmare;Koei Tecmo Europe Ltd;;Acción;49,99 €;PS3;"
                6.37 GB
              ";
Bladestorm: The Hundred Years' War;Koei Tecmo Europe Ltd;;Acción;19,99 €;PS3;"
                5.23 GB
              ";
Blast Factor™;Sony Interactive Entertainment Europe;;Shooter;2,99 €;PS3;;
Blast Factor™ Avanzado;Sony Interactive Entertainment Europe;;Arcade;3,99 €;PS3;;
BLAZBLUE CENTRALFICTION;PQube Ltd;;Arcade;39,99 €;PS3;"
                14.79 GB
              ";
BLAZBLUE　CHRONOPHANTASMA;Arc System Works Co;;Lucha;34,99 €;PS3;"
                10.17 GB
              ";
BlazBlue Chronophantasma Extend;PQube Ltd;;Lucha;19,99 €;PS3;"
                12.47 GB
              ";
BlazeRush + Planets under Attack Bundle;TARGEM GAMES;;Estrategia;11,99 €;PS3;;
Bloodbath;FREEDOM FACTORY STUDIOS;;Acción;9,99 €;PS3;;
BloodRayne: Betrayal;MAJESCO EUROPE LTD;;Horror;7,49 €;PS3;;
Blue Toad Murder Files™: Ep 1-6;Relentless Software Ltd;;;12,99 €;PS3;"
                1.06 GB
              ";
Bodycount;CODEMASTERS SOFTWARE COMP;;Shooter;1,99 €;PS3;"
                5.45 GB
              ";
Bolt PS3;Disney Interactive;;Familia;9,99 €;PS3;"
                7.34 GB
              ";
BOMBERMAN ULTRA;KONAMI;;Arcade;9,99 €;PS3;;
Borderlands;2K;;Shooter;7,99 €;PS3;"
                3.27 GB
              ";
Borderlands 2;2K;;Shooter;29,99 €;PS3;"
                5.32 GB
              ";
Borderlands 2 Ultimate Edition;2K;;Shooter;44,99 €;PS3;"
                15.33 GB
              ";
Borderlands: The Pre-Sequel;2K;;Juegos de rol;29,99 €;PS3;"
                5.48 GB
              ";
Borderlands: The Pre-Sequel Ultimate Edition;2K;;Shooter;49,99 €;PS3;"
                7.72 GB
              ";
Bound by Flame™;FOCUS HOME INTERACTIVE;;Juegos de rol;3,99 €;PS3;"
                3.53 GB
              ";
Braid;HOTHEAD GAMES INC.;;Estrategia;9,99 €;PS3;;
Brothers: a Tale of Two Sons;505 GAMES S.R.L.;;;14,99 €;PS3;;
Bulletstorm™ ;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                5.87 GB
              ";
BUNDLE 1 : Prince of Persia Classic + Cell Factor;UBISOFT ENTERTAINMENT SA;;;9,99 €;PS3;;
Bundle From Dust + I am alive;UBISOFT ENTERTAINMENT SA;;Aventura;21,99 €;PS3;"
                2.81 GB
              ";
BurgerTime World Tour;MONKEY PAW GAMES INC.;;Arcade;7,99 €;PS3;;
Burnout™ Crash!;EA Swiss Sarl;;Carreras;9,99 €;PS3;"
                1.03 GB
              ";
Burn Zombie Burn!;DOUBLESIX DIGITAL PUBLISHING LTD;;Shooter;7,99 €;PS3;;
Buzz!™ Junior: Dinos;Sony Interactive Entertainment Europe;;;4,99 €;PS3;;
Buzz!™ Junior: Locura en la Jungla;Sony Interactive Entertainment Europe;;Grupo;4,99 €;PS3;;
Buzz!™ Junior: Robot Manía;Sony Interactive Entertainment Europe;;Grupo;4,99 €;PS3;;
Calling All Cars™!;Sony Interactive Entertainment Europe;;Carreras;2,99 €;PS3;;
Call of Duty 4: Modern Warfare;Activision Blizzard Int'l BV;;Shooter;29,99 €;PS3;"
                5.22 GB
              ";
Call of Duty®: Black Ops III;Activision Blizzard Int'l BV;;Shooter;59,99 €;PS3;"
                21.96 GB
              ";
Call of Duty® Classic;Activision Blizzard Int'l BV;;;14,99 €;PS3;;
Call of Duty®: Ghosts - Edición Oro;Activision Blizzard Int'l BV;;Acción;49,99 €;PS3;"
                12.4 GB
              ";
Call of Duty: Modern Warfare 2;Activision Blizzard Int'l BV;;Shooter;29,99 €;PS3;"
                7.15 GB
              ";
Call of Duty: Modern Warfare 3;Activision Blizzard Int'l BV;;Acción;29,99 €;PS3;"
                8.07 GB
              ";
CAPCOM ARCADE CABINET: PACK TODO EN UNO;CE EUROPE LIMITED;;Arcade;29,99 €;PS3;;
CAPTAIN MORGANE AND THE GOLDEN TURTLE;Reef Entertainment;;Aventura;9,99 €;PS3;"
                1.06 GB
              ";
Carnival Island;Sony Interactive Entertainment Europe;;Grupo;9,99 €;PS3;"
                3.25 GB
              ";
Carnívoros: Cazador de dinosaurios HD;Vogster Entertainment;;Único;9,99 €;PS3;;
Cars 3: Hacia la victoria;WARNER BROS. INTERACTIVE;;Carreras;49,99 €;PS3;"
                2.94 GB
              ";
Cartoon Network: Punch Time Explosion XL;OG International;;Lucha;9,99 €;PS3;"
                3.43 GB
              ";
Castle of Illusion Starring Mickey Mouse;SEGA EUROPE LTD;;;12,99 €;PS3;;
CastleStorm;ZEN STUDIOS LTD;;;9,99 €;PS3;;
Castlevania: Harmony of Despair;Konami;;Juegos de rol;14,99 €;PS3;;
Castlevania: Lords of Shadow - Mirror of Fate HD;Konami;;;12,99 €;PS3;;
Catherine;Deep Silver;;Horror;19,99 €;PS3;"
                9.34 GB
              ";
CellFactor: Psychokinetic Wars;UBISOFT ENTERTAINMENT SA;;;9,99 €;PS3;;
Champion Jockey: G1 Jockey & Gallop Racer;Koei Tecmo Europe Ltd;;Deportes;14,99 €;PS3;"
                2.22 GB
              ";
CHAOS CODE;Arc System Works Co;;Acción;9,99 €;PS3;"
                1.47 GB
              ";
Chariot;FRIMA STUDIO;;Aventura;14,99 €;PS3;;
Chivalry: Medieval Warfare ;Activision Blizzard Int'l BV;;Acción;14,99 €;PS3;"
                1.24 GB
              ";
Choplifter HD;InXile Entertainment;;;9,99 €;PS3;"
                1.43 GB
              ";
Cloudberry Kingdom;UBISOFT ENTERTAINMENT SA;;Acción;9,99 €;PS3;;
CÓMO ENTRENAR A TU DRAGÓN 2;Little Orbit LLC;;Carreras;9,99 €;PS3;;
Colección inFAMOUS™ (tamaño total 25,6 GB);Sony Interactive Entertainment Europe;;;24,99 €;PS3;"
                24.6 GB
              ";
Comet Crash™;Pelfast;;Estrategia;7,99 €;PS3;;
Command & Conquer™ Red Alert™ 3 el desafío del comandante;EA Swiss Sarl;;Estrategia;9,99 €;PS3;"
                2.4 GB
              ";
CONTRAST™;FOCUS HOME INTERACTIVE;;Único;2,99 €;PS3;;
Copa Mundial de la FIFA 2014™ CHAMPIONS EDITION;EA Swiss Sarl;;Deportes;19,99 €;PS3;"
                6.56 GB
              ";
Cosmophony;MOVING PLAYER SAS;;Arcade;4,99 €;PS3;;
Costume Quest 2;MAJESCO EUROPE LTD;;Juegos de rol;14,99 €;PS3;;
Costume Quest on Ice;THQ (UK) LTD;;Juegos de rol;12,99 €;PS3;;
CounterSpy™;Sony Interactive Entertainment Europe;;;;PS3;;
Crazy Machines Elements;dtp entertainment AG;;Puzzle;4,99 €;PS3;;
Crazy Strike Bowling;Aksys Games Localization Inc.;;Deportes;5,29 €;PS3;;
Crazy Taxi;SEGA EUROPE LTD;;Carreras;7,99 €;PS3;;
Creat Studios Pack de Supervivencia de Verano;CREAT STUDIO INC;;Estrategia;19,99 €;PS3;"
                1.61 GB
              ";
Crimsonland;10Tons Ltd.;;;9,99 €;PS3;;
Crysis;EA Swiss Sarl;;Shooter;12,99 €;PS3;"
                3.65 GB
              ";
Crysis 2;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                7.4 GB
              ";
Crysis®2 Maximum Edition;EA Swiss Sarl;;Shooter;24,99 €;PS3;"
                7.58 GB
              ";
CRYSIS ®  3;EA Swiss Sarl;;Shooter;19,99 €;PS3;"
                8.41 GB
              ";
Cuboid;Creat Studios, Inc;;Puzzle;9,99 €;PS3;;
Dance Magic;GAIJIN ENTERTAINMENT CORP;;Arcade;4,99 €;PS3;;
Dante's Inferno™;EA Swiss Sarl;;Aventura;1,99 €;PS3;"
                5.52 GB
              ";
Dante's Inferno™ Super Bundle;EA Swiss Sarl;;;29,99 €;PS3;"
                6.81 GB
              ";
Dare to Fly™;Sony Interactive Entertainment Europe;;Aventura;4,99 €;PS3;"
                1.11 GB
              ";
Darksiders;THQ (UK) LTD;;Acción;;PS3;"
                9.97 GB
              ";
Darksiders II;THQ (UK) LTD;;Juegos de rol;29,99 €;PS3;"
                7.51 GB
              ";
DARK SOULS™ II: Scholar of the First Sin;BANDAI NAMCO ENTERTAINMENT EUROPE;;Juegos de rol;19,99 €;PS3;"
                6.19 GB
              ";
Darkstalkers™ Resurrection;CE EUROPE LIMITED;;Lucha;14,99 €;PS3;;
Datura™;Sony Interactive Entertainment Europe;;Único;7,99 €;PS3;;
Daytona USA;SEGA EUROPE LTD;;Carreras;7,99 €;PS3;;
Dead Block;Digital Reality Publishing;;;9,99 €;PS3;;
Deadfall Adventures: Heart of Atlantis;"
Juego PSN
Lanzado 17 Sep 2014












                  3 Calificaciones
                

";;;5,19 €;PS3;"
                2.66 GB
              ";
Dead Island;Deep Silver;;Shooter;4,99 €;PS3;"
                3.16 GB
              ";
Dead Island Franchise Pack;Deep Silver;;Acción;9,99 €;PS3;"
                7.72 GB
              ";
Dead Island Game of the Year Edition Bundle;Deep Silver;"











                  1483 Calificaciones
                
";Shooter;6,99 €;PS3;"
                4.97 GB
              ";
Dead Island Riptide;Deep Silver;;Acción;3,99 €;PS3;"
                2.74 GB
              ";
Dead Island Riptide Complete Edition;Deep Silver;;Acción;6,99 €;PS3;"
                2.75 GB
              ";
Deadly Premonition: Director's Cut;RISING STAR GAMES;;Horror;18,99 €;PS3;"
                11.13 GB
              ";
Deadly Premonition: Director's Cut Gold Edition;RISING STAR GAMES;;Horror;24,99 €;PS3;"
                11.29 GB
              ";
Dead Nation™;Sony Interactive Entertainment Europe;;Horror;7,99 €;PS3;"
                1.84 GB
              ";
Dead Nation™ + Road of Devastation;Sony Interactive Entertainment Europe;;;9,99 €;PS3;"
                1.96 GB
              ";
Dead or Alive® 5;Koei Tecmo Europe Ltd;;Lucha;19,99 €;PS3;"
                5.52 GB
              ";
DEAD OR ALIVE 5 Last Round;Koei Tecmo Europe Ltd;;Lucha;29,99 €;PS3;"
                8.38 GB
              ";
Dead or Alive 5 Plus & Dead or Alive 5;Koei Tecmo Europe Ltd;;Lucha;34,99 €;PS3, PS Vita;"
                8.05 GB
              ";
Dead or Alive 5 Ultimate;Koei Tecmo Europe Ltd;;Lucha;29,99 €;PS3;"
                6.26 GB
              ";
Dead or Alive 5 Ultimate Full Version Unlock;Koei Tecmo Europe Ltd;;;39,99 €;PS3;"
                2.56 GB
              ";
Dead Rising™ 2 Off The Record;CE EUROPE LIMITED;"











                  51 Calificaciones
                
";Horror;14,99 €;PS3;"
                5.34 GB
              ";
Dead Space™;EA Swiss Sarl;;;14,99 €;PS3;"
                7.47 GB
              ";
Dead Space™ 2;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                10.15 GB
              ";
Dead Space™ 2 Super Bundle;EA Swiss Sarl;;Shooter;49,99 €;PS3;"
                12.28 GB
              ";
Dead Space™ 3;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                11.95 GB
              ";
Dead Space™ Extraction;EA Swiss Sarl;;Horror;14,99 €;PS3;"
                3.44 GB
              ";
Dead Space™ Ignition;EA Swiss Sarl;;;4,99 €;PS3;"
                1.59 GB
              ";
Dead Storm Pirates;BANDAI NAMCO ENTERTAINMENT EUROPE;;Shooter;9,99 €;PS3;"
                2.48 GB
              ";
Deathspank;EA Swiss Sarl;;Juegos de rol;12,99 €;PS3;;
DeathSpank™: Thongs Of Virtue;EA Swiss Sarl;;;12,99 €;PS3;"
                1.26 GB
              ";
Death Track: Resurrection;GAIJIN ENTERTAINMENT CORP;;Carreras;4,99 €;PS3;"
                2.02 GB
              ";
Death Track: Resurrection + Anarchy: Rush Hour Bundle;GAIJIN ENTERTAINMENT CORP;;;7,99 €;PS3;"
                2.81 GB
              ";
